source,pitch_std,mean_wpm
[프라임TV] 아하!브리핑-김민진 아나운서 [CVC8jCFe4U0].wav,67.696,111.28508527909004
[프라임TV] 아하!~브리핑-박하윤 아나운서 [cUpUuEabhFA].wav,69.446,114.37528802640075
[프라임TV]아하! 브리핑-전혜림 아나운서 [AzhUM-i4gao].wav,75.149,117.25765049115752
[프라임TV]아하! 브리핑-전지후 아나운서 [tNVcnaZFfHQ].wav,67.253,100.43826834241536
[프라임TV]아하! 브리핑-임소미 아나운서 [Dshi-pU32E8].wav,80.484,108.8984012828047
[프라임TV]아하! 브리핑-이한민 아나운서 [vAC4O-6Lxkc].wav,80.478,117.70493715152142
[프라임TV]아하! 브리핑-이송현 아나운서 [aUX5MLPKw-E].wav,81.011,140.32226381059183
[프라임TV]아하! 브리핑-이다혜 아나운서 [BnFm7Qhr358].wav,64.836,97.10122194121206
[프라임TV]아하!브리핑-김다영 아나운서 [Yp0cnYKjZ4k].wav,55.326,117.376551539909
[프라임TV]아하!브리핑-김다영 아나운서 [3y96qAzkxAQ].wav,64.265,123.47227556376568
[프라임TV]아하!브리핑-기하안 아나운서 [ohSMHeHLWlM].wav,64.177,112.54289705411206
[프라임TV]아하! 브리핑-정지연 아나운서 [5z3LAKlHes4].wav,72.434,96.18349528149308
[프라임TV]아하! 브리핑-정영희 아나운서 [YtLz-Gm3xJE].wav,73.535,114.98726559388426
[프라임TV]아하! 브리핑-전혜림 아나운서 [qvpD_hWBRuY].wav,71.392,120.99201463494632
[프라임TV]아하!브리핑-성하민 아나운서 [9gqrEu87_NU].wav,68.05,119.91441320289128
[프라임TV]아하!브리핑-박정윤 아나운서 [dy8drwJEoA4].wav,61.857,112.77950218638898
[프라임TV]아하!브리핑-서지율 아나운서 [AlZgd3CYCko].wav,61.851,111.41103454805447
[프라임TV]아하!브리핑-박지영 아나운서 [2eQnw_TL1ec].wav,70.98,117.12596741277602
[프라임TV]아하!브리핑-박유라 아나운서 [0vgY1c2P3PE].wav,70.949,108.71275303493934
[프라임TV]아하!브리핑-김은민 아나운서 [rphHWbrIc1Q].wav,61.625,113.3197182607641
[프라임TV]아하!브리핑-박현지 아나운서 [tvNTl_PlObc].wav,68.702,114.60123313375634
[프라임TV]아하!브리핑-손지영 아나운서 [E4bh-tft6Cs].wav,67.438,111.34231205264068
[프라임TV]아하!브리핑-오해주 아나운서 [_HlTihaTD3I].wav,77.643,112.54480317072846
[프라임TV]아하!브리핑-엄문주 아나운서 [Xa00fpqpfqo].wav,68.332,106.95624238826244
[프라임TV]아하!브리핑-송현희 아나운서 [eQsA_TJ8Kos].wav,83.103,103.26600190069396
[프라임TV]아하!브리핑-유수연 아나운서 [hUKSOi5hxBI].wav,70.833,119.5586024942538
프라임TV아하!브리핑 최혜정 아나운서 [ZsVRWhQKq2w].wav,71.279,104.670959453638
[프라임TV]아하!브리핑-하주원 아나운서 [JBUKsyoakQg].wav,65.867,118.64744415697616
[프라임TV]아하!브리핑-이유진 아나운서 [KMzKAiqKqFE].wav,81.127,114.72836065256548
